"id","title","author","publisher","price","availability","genre","createdAt","updatedAt","imageUrl"
8182,"Bad Love (Alex Delaware Novels (Paperback))","Jonathan Kellerman","Bantam Books","29.99",10,"General","2025-09-08T08:05:38.850Z","2025-09-08T08:05:38.850Z","http://images.amazon.com/images/P/0553568701.01.LZZZZZZZ.jpg"
8183,"The Handmaid of Desire","John L'Heureux","Soho Press","29.99",10,"General","2025-09-08T08:05:38.853Z","2025-09-08T08:05:38.853Z","http://images.amazon.com/images/P/1569471231.01.LZZZZZZZ.jpg"
8184,"Styles by Maggie Sweet","Judith Minthorn Stacy","John F. Blair Publisher","29.99",10,"General","2025-09-08T08:05:38.857Z","2025-09-08T08:05:38.857Z","http://images.amazon.com/images/P/1889199036.01.LZZZZZZZ.jpg"
8185,"My Only Story","Monica Wood","Ballantine Books","29.99",10,"General","2025-09-08T08:05:38.861Z","2025-09-08T08:05:38.861Z","http://images.amazon.com/images/P/0345442938.01.LZZZZZZZ.jpg"
8186,"Afternoon of the Elves","Janet Taylor Lisle","Orchard Books (NY)","29.99",10,"General","2025-09-08T08:05:38.864Z","2025-09-08T08:05:38.864Z","http://images.amazon.com/images/P/0531058379.01.LZZZZZZZ.jpg"
8187,"The Mysterious Affair at Styles","Agatha Christie","Berkley Publishing Group","29.99",10,"General","2025-09-08T08:05:38.868Z","2025-09-08T08:05:38.868Z","http://images.amazon.com/images/P/0425129616.01.LZZZZZZZ.jpg"
8188,"The Story of Irish Emigration (Compact Irish history)","Frank D'Arcy","Irish Books &amp; Media","29.99",10,"General","2025-09-08T08:05:38.871Z","2025-09-08T08:05:38.871Z","http://images.amazon.com/images/P/1856352498.01.LZZZZZZZ.jpg"
8189,"Tell Me Your Dreams","Sidney Sheldon","William Morrow &amp; Company","29.99",10,"General","2025-09-08T08:05:38.874Z","2025-09-08T08:05:38.874Z","http://images.amazon.com/images/P/0688162827.01.LZZZZZZZ.jpg"
8190,"Tishomingo Blues","Elmore Leonard","HarperTorch","29.99",10,"General","2025-09-08T08:05:38.877Z","2025-09-08T08:05:38.877Z","http://images.amazon.com/images/P/0060083948.01.LZZZZZZZ.jpg"
8191,"Secret Ingredient (Stepping Stone,  paper)","G. E. Stanley","Random House Trade","29.99",10,"General","2025-09-08T08:05:38.879Z","2025-09-08T08:05:38.879Z","http://images.amazon.com/images/P/0679892206.01.LZZZZZZZ.jpg"
8192,"A Steadfast Surrender","Nancy Moser","Multnomah","29.99",10,"General","2025-09-08T08:05:38.882Z","2025-09-08T08:05:38.882Z","http://images.amazon.com/images/P/1590521439.01.LZZZZZZZ.jpg"
8193,"Hidden Things: Where the Past Meets the Present--Head On","Andrea Boeshaar","Barbour Publishing","29.99",10,"General","2025-09-08T08:05:38.886Z","2025-09-08T08:05:38.886Z","http://images.amazon.com/images/P/158660970X.01.LZZZZZZZ.jpg"
8194,"Ginger Pye","Eleanor Estes","Harcourt Young Classics","29.99",10,"General","2025-09-08T08:05:38.889Z","2025-09-08T08:05:38.889Z","http://images.amazon.com/images/P/0152024999.01.LZZZZZZZ.jpg"
8195,"The Note - A Novel -","Angela Elwell Hunt","WestBow Press","29.99",10,"General","2025-09-08T08:05:38.892Z","2025-09-08T08:05:38.892Z","http://images.amazon.com/images/P/0849942845.01.LZZZZZZZ.jpg"
8196,"Los Pilares de la Tierra","Ken Follett","Plaza &amp; Janes Editores, S.A.","29.99",10,"General","2025-09-08T08:05:38.934Z","2025-09-08T08:05:38.934Z","http://images.amazon.com/images/P/840149950X.01.LZZZZZZZ.jpg"
8197,"Frida","Barbara Mujica","Overlook Press","29.99",10,"General","2025-09-08T08:05:38.938Z","2025-09-08T08:05:38.938Z","http://images.amazon.com/images/P/158567074X.01.LZZZZZZZ.jpg"
8198,"L'Etranger (Collection Folio, 2)","Albert Camus","Gallimard Jeunesse","29.99",10,"General","2025-09-08T08:05:38.947Z","2025-09-08T08:05:38.947Z","http://images.amazon.com/images/P/2070360024.01.LZZZZZZZ.jpg"
8199,"Dark Cathedral (Creed S.)","Freda Warrington","Penguin Uk","29.99",10,"General","2025-09-08T08:05:38.952Z","2025-09-08T08:05:38.952Z","http://images.amazon.com/images/P/0451184025.01.LZZZZZZZ.jpg"
8200,"En Busca De Tutankamon","Christian Jacq","Planeta Pub Corp","29.99",10,"General","2025-09-08T08:05:38.955Z","2025-09-08T08:05:38.955Z","http://images.amazon.com/images/P/8427016883.01.LZZZZZZZ.jpg"
8201,"Secretos de La Diosa, Los","Brenda Gates","Ediciones B","29.99",10,"General","2025-09-08T08:05:38.957Z","2025-09-08T08:05:38.957Z","http://images.amazon.com/images/P/8440697414.01.LZZZZZZZ.jpg"
8202,"Circulos de Piedra, Los","Joan Dahr Lambert","Grupo Zeta","29.99",10,"General","2025-09-08T08:05:38.960Z","2025-09-08T08:05:38.960Z","http://images.amazon.com/images/P/8440666845.01.LZZZZZZZ.jpg"
8203,"The Metamorphosis (Bantam Classics)","FRANZ KAFKA","Bantam","29.99",10,"General","2025-09-08T08:05:38.962Z","2025-09-08T08:05:38.962Z","http://images.amazon.com/images/P/0553213695.01.LZZZZZZZ.jpg"
8204,"Fools Crow (Contemporary American Fiction)","James Welch","Penguin Books","29.99",10,"General","2025-09-08T08:05:38.965Z","2025-09-08T08:05:38.965Z","http://images.amazon.com/images/P/0140089373.01.LZZZZZZZ.jpg"
8205,"House of the Winds (Penguin Readers Guide Inside)","Mia Yun","Penguin Books","29.99",10,"General","2025-09-08T08:05:38.968Z","2025-09-08T08:05:38.968Z","http://images.amazon.com/images/P/0140291946.01.LZZZZZZZ.jpg"
8206,"Folk and Fairy Tales","Martin Hallett","Broadview Press","29.99",10,"General","2025-09-08T08:05:38.971Z","2025-09-08T08:05:38.971Z","http://images.amazon.com/images/P/0921149611.01.LZZZZZZZ.jpg"
8207,"Alice's Adventures in Wonderland and Through the Looking Glass (Everyman Paperback Classics)","Lewis Carroll","Everymans Library","29.99",10,"General","2025-09-08T08:05:38.973Z","2025-09-08T08:05:38.973Z","http://images.amazon.com/images/P/0460873598.01.LZZZZZZZ.jpg"
8208,"Modern Canadian Plays (Modern Canadian Plays)","Jerry Wasserman","Talonbooks, Ltd.","29.99",10,"General","2025-09-08T08:05:38.976Z","2025-09-08T08:05:38.976Z","http://images.amazon.com/images/P/0889223394.01.LZZZZZZZ.jpg"
8209,"Social Inequality in Canada Patterns Problems Policies","Curtis","Prentice Hall (Sd)","29.99",10,"General","2025-09-08T08:05:38.979Z","2025-09-08T08:05:38.979Z","http://images.amazon.com/images/P/0138199051.01.LZZZZZZZ.jpg"
8210,"Health, Illness &amp; Medicine (Oxford)","Clarke","McClelland &amp; Stewart","29.99",10,"General","2025-09-08T08:05:38.981Z","2025-09-08T08:05:38.981Z","http://images.amazon.com/images/P/0771021461.01.LZZZZZZZ.jpg"
8211,"Name of the Rose","Umberto Eco","Warner Books","29.99",10,"General","2025-09-08T08:05:38.984Z","2025-09-08T08:05:38.984Z","http://images.amazon.com/images/P/0446344109.01.LZZZZZZZ.jpg"
8212,"The Body Artist : A Novel","Don DeLillo","Scribner","29.99",10,"General","2025-09-08T08:05:38.987Z","2025-09-08T08:05:38.987Z","http://images.amazon.com/images/P/074320395X.01.LZZZZZZZ.jpg"
8213,"The Master and Margarita","M. Bulgakov","Plume Books","29.99",10,"General","2025-09-08T08:05:38.990Z","2025-09-08T08:05:38.990Z","http://images.amazon.com/images/P/0452008999.01.LZZZZZZZ.jpg"
8214,"The Pilot's Wife","Anita Shreve","Little, Brown","29.99",10,"General","2025-09-08T08:05:38.992Z","2025-09-08T08:05:38.992Z","http://images.amazon.com/images/P/0316788228.01.LZZZZZZZ.jpg"
8215,"Erotic Welfare: Sexual Theory and Politics in the Age of Epidemic (Thinking Gender)","Linda Singer","Routledge","29.99",10,"General","2025-09-08T08:05:38.995Z","2025-09-08T08:05:38.995Z","http://images.amazon.com/images/P/0415902029.01.LZZZZZZZ.jpg"
8216,"Radical Papers","Dimitrios Roussopoulos","Black Rose Books","29.99",10,"General","2025-09-08T08:05:38.997Z","2025-09-08T08:05:38.997Z","http://images.amazon.com/images/P/0920057861.01.LZZZZZZZ.jpg"
8217,"Cross-Cultural Caring: A Handbook for Health Professionals in Western Canada","Nancy Waxler-Morrison","University of British Columbia Press","29.99",10,"General","2025-09-08T08:05:39.000Z","2025-09-08T08:05:39.000Z","http://images.amazon.com/images/P/0774803436.01.LZZZZZZZ.jpg"
8218,"Power to Us All: Consititution or Social Contract","George Woodcock","Harbour Pub Co","29.99",10,"General","2025-09-08T08:05:39.003Z","2025-09-08T08:05:39.003Z","http://images.amazon.com/images/P/1550170732.01.LZZZZZZZ.jpg"
8219,"Canadian Society: A Macro Analysis","Harry H. Hiller","Prentice Hall","29.99",10,"General","2025-09-08T08:05:39.006Z","2025-09-08T08:05:39.006Z","http://images.amazon.com/images/P/013116757X.01.LZZZZZZZ.jpg"
8220,"Work, Industry, and Canadian Society","H. Krahn","Nelson Canada","29.99",10,"General","2025-09-08T08:05:39.008Z","2025-09-08T08:05:39.008Z","http://images.amazon.com/images/P/0176035400.01.LZZZZZZZ.jpg"
8221,"Frankenstein: Or, the Modern Prometheus (World's Classics)","Mary Wollstonecraft Shelley","Oxford University Press","29.99",10,"General","2025-09-08T08:05:39.011Z","2025-09-08T08:05:39.011Z","http://images.amazon.com/images/P/0192815326.01.LZZZZZZZ.jpg"
8222,"Scum Manifesto","Valerie Solanas","Phoenix Press (UK)","29.99",10,"General","2025-09-08T08:05:39.013Z","2025-09-08T08:05:39.013Z","http://images.amazon.com/images/P/0948984031.01.LZZZZZZZ.jpg"
8223,"The Unicorn","Iris Murdoch","Penguin Books","29.99",10,"General","2025-09-08T08:05:39.016Z","2025-09-08T08:05:39.016Z","http://images.amazon.com/images/P/014002476X.01.LZZZZZZZ.jpg"
8224,"The End of This Day's Business","Katharine Burdekin","Feminist Press","29.99",10,"General","2025-09-08T08:05:39.019Z","2025-09-08T08:05:39.019Z","http://images.amazon.com/images/P/155861009X.01.LZZZZZZZ.jpg"
8225,"LOONY BIN TRIP","Kate Millett","Touchstone","29.99",10,"General","2025-09-08T08:05:39.021Z","2025-09-08T08:05:39.021Z","http://images.amazon.com/images/P/0671740288.01.LZZZZZZZ.jpg"
8226,"Free","M. Gilliland","Attack International","29.99",10,"General","2025-09-08T08:05:39.024Z","2025-09-08T08:05:39.024Z","http://images.amazon.com/images/P/0951426133.01.LZZZZZZZ.jpg"
8227,"Never the same again: Women and the miners' strike, 1984-85","Jean Stead","Women's Press","29.99",10,"General","2025-09-08T08:05:39.027Z","2025-09-08T08:05:39.027Z","http://images.amazon.com/images/P/0704339838.01.LZZZZZZZ.jpg"
8228,"The Crazed: A Novel","HA JIN","Pantheon","29.99",10,"General","2025-09-08T08:05:39.029Z","2025-09-08T08:05:39.029Z","http://images.amazon.com/images/P/0375421815.01.LZZZZZZZ.jpg"
8229,"1984","George Orwell","New Amer Library","29.99",10,"General","2025-09-08T08:05:39.032Z","2025-09-08T08:05:39.032Z","http://images.amazon.com/images/P/0451519841.01.LZZZZZZZ.jpg"
8230,"Cambodia: A Book for People Who Find Television Too Slow","Brian Fawcett","Talonbooks, Ltd.","29.99",10,"General","2025-09-08T08:05:39.035Z","2025-09-08T08:05:39.035Z","http://images.amazon.com/images/P/0889222371.01.LZZZZZZZ.jpg"
8231,"The Crying of Lot 49: A Novel (Perennial Fiction Library)","Thomas Pynchon","Harpercollins","29.99",10,"General","2025-09-08T08:05:39.038Z","2025-09-08T08:05:39.038Z","http://images.amazon.com/images/P/006091307X.01.LZZZZZZZ.jpg"
8232,"Obasan","Joy Kogawa","Penguin Books","29.99",10,"General","2025-09-08T08:05:39.040Z","2025-09-08T08:05:39.040Z","http://images.amazon.com/images/P/0140067779.01.LZZZZZZZ.jpg"
8233,"Anna Karenina","Leo Tolstoy","Bantam","29.99",10,"General","2025-09-08T08:05:39.043Z","2025-09-08T08:05:39.043Z","http://images.amazon.com/images/P/0553211714.01.LZZZZZZZ.jpg"
8234,"Other Side of Midnight","Sidney Sheldon","Dell Publishing Company","29.99",10,"General","2025-09-08T08:05:39.046Z","2025-09-08T08:05:39.046Z","http://images.amazon.com/images/P/0440160677.01.LZZZZZZZ.jpg"
8235,"The Miracle","Irving Wallace","New Amer Library","29.99",10,"General","2025-09-08T08:05:39.048Z","2025-09-08T08:05:39.048Z","http://images.amazon.com/images/P/0451158962.01.LZZZZZZZ.jpg"
8236,"Her Own Rules","Barbara Taylor Bradford","HarperTorch","29.99",10,"General","2025-09-08T08:05:39.052Z","2025-09-08T08:05:39.052Z","http://images.amazon.com/images/P/0061095869.01.LZZZZZZZ.jpg"
8237,"Women in His Life","Barbara Taylor Bradford","Ballantine Books","29.99",10,"General","2025-09-08T08:05:39.055Z","2025-09-08T08:05:39.055Z","http://images.amazon.com/images/P/0345345738.01.LZZZZZZZ.jpg"
8238,"Tinwork (New Crafts)","Marion Elliot","Lorenz Books","29.99",10,"General","2025-09-08T08:05:39.057Z","2025-09-08T08:05:39.057Z","http://images.amazon.com/images/P/1859671438.01.LZZZZZZZ.jpg"
8239,"Paper Magic: Pop-Up Paper Craft","Masahiro Chatani","Ondorisha Publishers","29.99",10,"General","2025-09-08T08:05:39.060Z","2025-09-08T08:05:39.060Z","http://images.amazon.com/images/P/0870407570.01.LZZZZZZZ.jpg"
8240,"Dune (Remembering Tomorrow)","Frank Herbert","ACE Charter","29.99",10,"General","2025-09-08T08:05:39.062Z","2025-09-08T08:05:39.062Z","http://images.amazon.com/images/P/0441172717.01.LZZZZZZZ.jpg"
8241,"La fiesta del chivo","Mario Vargas Llosa","Punto de Lectura","29.99",10,"General","2025-09-08T08:05:39.065Z","2025-09-08T08:05:39.065Z","http://images.amazon.com/images/P/8466303316.01.LZZZZZZZ.jpg"
8242,"Next to a Letter from Home: Major Glenn Miller's Wartime Band","Geoffrey Butcher","Trafalgar Square","29.99",10,"General","2025-09-08T08:05:39.068Z","2025-09-08T08:05:39.068Z","http://images.amazon.com/images/P/0751510785.01.LZZZZZZZ.jpg"
8243,"Count Karlstein","Philip Pullman","Yearling Books","29.99",10,"General","2025-09-08T08:05:39.071Z","2025-09-08T08:05:39.071Z","http://images.amazon.com/images/P/0375803483.01.LZZZZZZZ.jpg"
8244,"Ordinary Resurrections: Children in the Years of Hope","Jonathan Kozol","Perennial","29.99",10,"General","2025-09-08T08:05:39.073Z","2025-09-08T08:05:39.073Z","http://images.amazon.com/images/P/0060956453.01.LZZZZZZZ.jpg"
8245,"Love Thy Sister","Maria Grazia Swan","Zander eBooks","29.99",10,"General","2025-09-08T08:05:39.076Z","2025-09-08T08:05:39.076Z","http://images.amazon.com/images/P/0971400415.01.LZZZZZZZ.jpg"
8246,"Smilla's Sense of Snow","Peter Hoeg","Farrar Straus &amp; Giroux","29.99",10,"General","2025-09-08T08:05:39.079Z","2025-09-08T08:05:39.079Z","http://images.amazon.com/images/P/0374266441.01.LZZZZZZZ.jpg"
8247,"Himalayan Dhaba","Craig Joseph Danner","Plume Books","29.99",10,"General","2025-09-08T08:05:39.082Z","2025-09-08T08:05:39.082Z","http://images.amazon.com/images/P/0452283876.01.LZZZZZZZ.jpg"
8248,"The Seal Wife : A Novel","KATHRYN HARRISON","Random House","29.99",10,"General","2025-09-08T08:05:39.085Z","2025-09-08T08:05:39.085Z","http://images.amazon.com/images/P/0375506292.01.LZZZZZZZ.jpg"
8249,"Taking Charge (Sweet Valley Twins, No 26)","Francine Pascal","Sweet Valley","29.99",10,"General","2025-09-08T08:05:39.088Z","2025-09-08T08:05:39.088Z","http://images.amazon.com/images/P/0553156691.01.LZZZZZZZ.jpg"
8250,"Teamwork (Sweet Valley Twins, No 27)","Francine Pascal","Sweet Valley","29.99",10,"General","2025-09-08T08:05:39.090Z","2025-09-08T08:05:39.090Z","http://images.amazon.com/images/P/0553156810.01.LZZZZZZZ.jpg"
8251,"JESSICA AND THE BRAT ATTACK (Sweet Valley Twins, No 29)","FRANCINE PASCAL","Sweet Valley","29.99",10,"General","2025-09-08T08:05:39.093Z","2025-09-08T08:05:39.093Z","http://images.amazon.com/images/P/0553156950.01.LZZZZZZZ.jpg"
8252,"Princess Elizabeth (Sweet Valley Twins, No 30)","Francine Pascal","Sweet Valley","29.99",10,"General","2025-09-08T08:05:39.096Z","2025-09-08T08:05:39.096Z","http://images.amazon.com/images/P/0553157159.01.LZZZZZZZ.jpg"
8253,"APRIL FOOL! (Sweet Valley Twins, No 28)","FRANCINE PASCAL","Sweet Valley","29.99",10,"General","2025-09-08T08:05:39.099Z","2025-09-08T08:05:39.099Z","http://images.amazon.com/images/P/0553156888.01.LZZZZZZZ.jpg"
8254,"JUMPING TO CONCLUSIONS (Sweet Valley Twins, No 24)","FRANCINE PASCAL","Sweet Valley","29.99",10,"General","2025-09-08T08:05:39.102Z","2025-09-08T08:05:39.102Z","http://images.amazon.com/images/P/0553156357.01.LZZZZZZZ.jpg"
8255,"Standing Out (72)","Francine Pascal","Sweet Valley","29.99",10,"General","2025-09-08T08:05:39.105Z","2025-09-08T08:05:39.105Z","http://images.amazon.com/images/P/0553156535.01.LZZZZZZZ.jpg"
8256,"JESSICA'S BAD IDEA (Sweet Valley Twins, No 31)","FRANCINE PASCAL","Sweet Valley","29.99",10,"General","2025-09-08T08:05:39.108Z","2025-09-08T08:05:39.108Z","http://images.amazon.com/images/P/0553157272.01.LZZZZZZZ.jpg"
8257,"Claim to Fame (Sweet Valley Twins, No 23)","Francine Pascal","Sweet Valley","29.99",10,"General","2025-09-08T08:05:39.110Z","2025-09-08T08:05:39.110Z","http://images.amazon.com/images/P/0553156241.01.LZZZZZZZ.jpg"
8258,"OUT OF PLACE (Sweet Valley Twins, No 22)","FRANCINE PASCAL","Sweet Valley","29.99",10,"General","2025-09-08T08:05:39.113Z","2025-09-08T08:05:39.113Z","http://images.amazon.com/images/P/0553156284.01.LZZZZZZZ.jpg"
8259,"Left Behind (Sweet Valley Twins, 21)","Francine Pascal","Sweet Valley","29.99",10,"General","2025-09-08T08:05:39.116Z","2025-09-08T08:05:39.116Z","http://images.amazon.com/images/P/0553156098.01.LZZZZZZZ.jpg"
8260,"The Big Camp Secret (Sweet Valley Twins, No 3/Super Edition)","Jamie Suzanne","Sweet Valley","29.99",10,"General","2025-09-08T08:05:39.120Z","2025-09-08T08:05:39.120Z","http://images.amazon.com/images/P/0553157078.01.LZZZZZZZ.jpg"
8261,"Holiday Mischief (Sweet Valley Twins Super (Paperback))","Francine Pascal","Sweet Valley","29.99",10,"General","2025-09-08T08:05:39.122Z","2025-09-08T08:05:39.122Z","http://images.amazon.com/images/P/0553156411.01.LZZZZZZZ.jpg"
8262,"Class Trip (Sweet Valley Twins Super Edition, No 1)","Francine Pascal","Sweet Valley","29.99",10,"General","2025-09-08T08:05:39.125Z","2025-09-08T08:05:39.125Z","http://images.amazon.com/images/P/0553155881.01.LZZZZZZZ.jpg"
8263,"Playing Hooky (Sweet Valley Twins, No 20)","Francine Pascal","Bantam Books (Mm)","29.99",10,"General","2025-09-08T08:05:39.128Z","2025-09-08T08:05:39.128Z","http://images.amazon.com/images/P/0553156063.01.LZZZZZZZ.jpg"
8264,"Tug of War (Sweet Valley Twins, No 14)","Jamie Suzanne","Sweet Valley","29.99",10,"General","2025-09-08T08:05:39.131Z","2025-09-08T08:05:39.131Z","http://images.amazon.com/images/P/0553156632.01.LZZZZZZZ.jpg"
8265,"Elizabeth Solves It All (Sweet Valley Twins, 103)","Jamie Suzanne","Sweet Valley","29.99",10,"General","2025-09-08T08:05:39.134Z","2025-09-08T08:05:39.134Z","http://images.amazon.com/images/P/0553484346.01.LZZZZZZZ.jpg"
8266,"Taming Your Gremlin: A Guide to Enjoying Yourself","Richard David Carson","Perennial","29.99",10,"General","2025-09-08T08:05:39.137Z","2025-09-08T08:05:39.137Z","http://images.amazon.com/images/P/0060961023.01.LZZZZZZZ.jpg"
8267,"Farm Journal's Freezing and Canning Cookbook: Prized Recipes from the Farms of America","Nell Nichols","Bantam Dell Pub Group","29.99",10,"General","2025-09-08T08:05:39.140Z","2025-09-08T08:05:39.140Z","http://images.amazon.com/images/P/0385134444.01.LZZZZZZZ.jpg"
8268,"Dreamer's Dictionary","Tom Corbett","Warner Books","29.99",10,"General","2025-09-08T08:05:39.143Z","2025-09-08T08:05:39.143Z","http://images.amazon.com/images/P/0446342963.01.LZZZZZZZ.jpg"
8269,"Descartes : Discourse On Method and the Meditations","Laurence J. Lafleur","Pearson Education","29.99",10,"General","2025-09-08T08:05:39.145Z","2025-09-08T08:05:39.145Z","http://images.amazon.com/images/P/0023672609.01.LZZZZZZZ.jpg"
8270,"The Complete Idiot's Guide to the Perfect Wedding (Serial)","Teddy Lenderman","Alpha Books","29.99",10,"General","2025-09-08T08:05:39.148Z","2025-09-08T08:05:39.148Z","http://images.amazon.com/images/P/1567615325.01.LZZZZZZZ.jpg"
8271,"Shetland Summer","Janet Lynnford","Onyx Books","29.99",10,"General","2025-09-08T08:05:39.152Z","2025-09-08T08:05:39.152Z","http://images.amazon.com/images/P/0451410327.01.LZZZZZZZ.jpg"
8272,"Lion's Bride","IRIS JOHANSEN","Bantam","29.99",10,"General","2025-09-08T08:05:39.155Z","2025-09-08T08:05:39.155Z","http://images.amazon.com/images/P/0553569902.01.LZZZZZZZ.jpg"
8273,"Wicked Widow","Amanda Quick","Bantam Books","29.99",10,"General","2025-09-08T08:05:39.157Z","2025-09-08T08:05:39.157Z","http://images.amazon.com/images/P/0553574116.01.LZZZZZZZ.jpg"
8274,"Auf Ehre und Gewissen. Roman.","Elizabeth George","Goldmann","29.99",10,"General","2025-09-08T08:05:39.160Z","2025-09-08T08:05:39.160Z","http://images.amazon.com/images/P/3442413508.01.LZZZZZZZ.jpg"
8275,"The Short History of a Prince: A Novel","Jane Hamilton","Anchor Books/Doubleday","29.99",10,"General","2025-09-08T08:05:39.163Z","2025-09-08T08:05:39.163Z","http://images.amazon.com/images/P/0385479484.01.LZZZZZZZ.jpg"
8276,"Zwei Fremde im Zug. Roman.","Patricia Highsmith","Diogenes","29.99",10,"General","2025-09-08T08:05:39.165Z","2025-09-08T08:05:39.165Z","http://images.amazon.com/images/P/3257234015.01.LZZZZZZZ.jpg"
8277,"Soldier","Anthony B Herbert","Holt, Rinehart and Winston","29.99",10,"General","2025-09-08T08:05:39.169Z","2025-09-08T08:05:39.169Z","http://images.amazon.com/images/P/0030914566.01.LZZZZZZZ.jpg"
8278,"The Crossword Connection","Nero Blanc","Berkley Publishing Group","29.99",10,"General","2025-09-08T08:05:39.172Z","2025-09-08T08:05:39.172Z","http://images.amazon.com/images/P/0425185796.01.LZZZZZZZ.jpg"
8279,"Swallows and Amazons (Godine Storyteller)","Arthur Ransome","David R. Godine Publisher","29.99",10,"General","2025-09-08T08:05:39.175Z","2025-09-08T08:05:39.175Z","http://images.amazon.com/images/P/087923573X.01.LZZZZZZZ.jpg"
8280,"Across the Nightingale Floor (Tales of the Otori, Book One)","Lian Hearn","Riverhead Books","29.99",10,"General","2025-09-08T08:05:39.178Z","2025-09-08T08:05:39.178Z","http://images.amazon.com/images/P/1573223328.01.LZZZZZZZ.jpg"
8281,"The List","Steven Paul Martini","Putnam Pub Group","29.99",10,"General","2025-09-08T08:05:39.181Z","2025-09-08T08:05:39.181Z","http://images.amazon.com/images/P/0399142614.01.LZZZZZZZ.jpg"
8282,"The Road to Mars","Eric Idle","Random House~trade","29.99",10,"General","2025-09-08T08:05:39.184Z","2025-09-08T08:05:39.184Z","http://images.amazon.com/images/P/0375703128.01.LZZZZZZZ.jpg"
8283,"Road to Gandolfo","Robert Ludlum","Bantam Doubleday Dell","29.99",10,"General","2025-09-08T08:05:39.187Z","2025-09-08T08:05:39.187Z","http://images.amazon.com/images/P/0553232320.01.LZZZZZZZ.jpg"
8284,"Deliverance","JAMES DICKEY","Laurel","29.99",10,"General","2025-09-08T08:05:39.190Z","2025-09-08T08:05:39.190Z","http://images.amazon.com/images/P/0440318688.01.LZZZZZZZ.jpg"
8285,"Berlin Game","Len Deighton","Ballantine Books","29.99",10,"General","2025-09-08T08:05:39.193Z","2025-09-08T08:05:39.193Z","http://images.amazon.com/images/P/0345314980.01.LZZZZZZZ.jpg"
8286,"Das serbische Mädchen: Erzählungen","Siegfried Lenz","Hoffmann und Campe","29.99",10,"General","2025-09-08T08:05:39.195Z","2025-09-08T08:05:39.195Z","http://images.amazon.com/images/P/3455042457.01.LZZZZZZZ.jpg"
8287,"Aftermath : A Novel of Suspense","Peter Robinson","Avon","29.99",10,"General","2025-09-08T08:05:39.198Z","2025-09-08T08:05:39.198Z","http://images.amazon.com/images/P/0380811812.01.LZZZZZZZ.jpg"
8288,"Praisesong for the Widow (Plume Contemporary Fiction)","Paule Marshall","Plume Books","29.99",10,"General","2025-09-08T08:05:39.201Z","2025-09-08T08:05:39.201Z","http://images.amazon.com/images/P/0452267110.01.LZZZZZZZ.jpg"
8289,"Matters of Choice","Noah Gordon","Signet Book","29.99",10,"General","2025-09-08T08:05:39.205Z","2025-09-08T08:05:39.205Z","http://images.amazon.com/images/P/0451187261.01.LZZZZZZZ.jpg"
8290,"Savannah","Eugenia Price","Berkley Publishing Group","29.99",10,"General","2025-09-08T08:05:39.207Z","2025-09-08T08:05:39.207Z","http://images.amazon.com/images/P/0425068293.01.LZZZZZZZ.jpg"
8291,"Bright Captivity (Georgia Trilogy, Book 1)","Eugenia Price","Bantam Books","29.99",10,"General","2025-09-08T08:05:39.210Z","2025-09-08T08:05:39.210Z","http://images.amazon.com/images/P/0553295233.01.LZZZZZZZ.jpg"
8292,"The Queen's Fool : A Novel","Philippa Gregory","Touchstone","29.99",10,"General","2025-09-08T08:05:39.213Z","2025-09-08T08:05:39.213Z","http://images.amazon.com/images/P/0743246071.01.LZZZZZZZ.jpg"
8293,"From a Buick 8","Stephen King","Pocket Books","29.99",10,"General","2025-09-08T08:05:39.216Z","2025-09-08T08:05:39.216Z","http://images.amazon.com/images/P/0743417682.01.LZZZZZZZ.jpg"
8294,"Jennifer Government : A Novel","Max Barry","Doubleday","29.99",10,"General","2025-09-08T08:05:39.219Z","2025-09-08T08:05:39.219Z","http://images.amazon.com/images/P/0385507593.01.LZZZZZZZ.jpg"
8295,"Black House","Stephen King","Ballantine Books","29.99",10,"General","2025-09-08T08:05:39.222Z","2025-09-08T08:05:39.222Z","http://images.amazon.com/images/P/0345441036.01.LZZZZZZZ.jpg"
8296,"Tanar of Pellucidar (Pellucidar, No 3)","Edgar Burroughs","Ballantine Books","29.99",10,"General","2025-09-08T08:05:39.226Z","2025-09-08T08:05:39.226Z","http://images.amazon.com/images/P/0345366700.01.LZZZZZZZ.jpg"
8297,"Land of Terror","Edgar Rice Burroughs","Ace Books","29.99",10,"General","2025-09-08T08:05:39.229Z","2025-09-08T08:05:39.229Z","http://images.amazon.com/images/P/0441470017.01.LZZZZZZZ.jpg"
8298,"Back to Stone Age","Edgar Rice Burroughs","Ace Books","29.99",10,"General","2025-09-08T08:05:39.232Z","2025-09-08T08:05:39.232Z","http://images.amazon.com/images/P/0441046371.01.LZZZZZZZ.jpg"
8299,"The Edge of Human (Blade Runner, Book 2)","K. W. Jeter","Bantam","29.99",10,"General","2025-09-08T08:05:39.236Z","2025-09-08T08:05:39.236Z","http://images.amazon.com/images/P/0553575708.01.LZZZZZZZ.jpg"
8300,"Angel","Garry D. Kilworth","Tor Books (Mm)","29.99",10,"General","2025-09-08T08:05:39.238Z","2025-09-08T08:05:39.238Z","http://images.amazon.com/images/P/0812542843.01.LZZZZZZZ.jpg"
